7551,0,0,1,1
7568,2,0,1.5,2
7604,1,1,2,1
7622,0,0,1,1
7646,1,0,1.333333333,3
7687,0,0,1,1
7732,0,0,1,1
7750,0,0,1,2
7755,0,0,1,1
7806,3,0,1.666666667,6
7916,0,0,1,2
7953,6,0,1.75,4
7986,8,3,1.388888889,18
7989,8,0,1.285714286,21
8025,1,0,1.166666667,6
8036,0,0,1,1
8039,6,0,1.375,8
8259,0,0,1,1
8264,2,0,1.666666667,3
8273,40,4,1.300884956,113
8286,3,0,1.4,5
8287,0,0,1,1
8294,18,0,1.5,12
8314,15,0,1.393939394,33
8318,0,0,1,1
8324,0,0,1,3
8329,1,0,1.142857143,7
8331,0,0,1,2
8334,0,0,1,1
8350,3,0,1.3,10
8389,3,0,1.222222222,9
8442,0,0,1,1
8546,0,0,1,1
8557,4,0,2,1
8636,0,3,1.142857143,7
8653,4,0,1.428571429,7
8739,0,0,1,1
8763,1,0,2,1
8815,1,0,2,1
8945,0,0,1,1
8977,1,0,1.5,2
9019,3,0,2,2
9022,9,0,1.75,8
9047,0,0,1,9
9071,2,0,1.5,2
9076,1,0,1.5,2
9100,3,0,1.5,4
9153,0,0,1,2
9163,0,0,1,4
9230,2,0,1.5,2
9236,1,0,2,1
9480,0,0,1,1
9517,0,0,1,1
9581,1,0,1.5,2
9640,37,3,1.406779661,59
9666,5,2,1.5,14
9795,0,0,1,1
9848,1,0,1.5,4
9853,10,1,1.263157895,38
9919,0,0,1,1
9926,0,0,1,2
9997,0,1,1.142857143,7
10008,1,0,1.5,2
10020,1,0,2,1
10062,0,0,1,3
10072,4,0,1.428571429,7
10083,0,0,1,2
10090,0,0,1,1
10095,0,0,1,5
10133,0,0,1,1
10177,0,0,1,2
10193,2,0,1.5,4
10206,593,7,1.836419753,324
10217,0,0,1,1
10301,0,0,1,1
10311,2,0,1.333333333,3
10313,1,0,2,1
10328,14,0,1.8,15
10350,0,0,1,3
10515,10,0,1.45,20
10537,1,0,1.5,2
10553,5,1,1.625,8
10558,9,0,1.28,25
10559,1,0,1.5,2
10561,4,0,1.222222222,9
10571,8,0,1.333333333,15
10608,1,0,1.333333333,3
10623,1,0,1.5,2
10627,1,0,1.333333333,3
10650,3,0,2,2
10666,4,0,1.4,10
10670,37,3,1.462962963,54
10675,0,0,1,3
10676,0,0,1,1
10686,6,0,1.307692308,13
10695,3,0,1.5,4
10702,4,0,1.75,4
10712,1,0,2,1
10715,6,0,1.125,40
10723,1,0,2,1
10726,0,0,1,1
10733,1,0,2,1
10760,9,0,2,2
10764,0,0,1,4
10801,0,0,1,1
10849,2,0,2,1
10883,2,1,2,2
10944,0,0,1,2
11005,1,0,2,1
11049,0,0,1,2
11064,2,1,1.222222222,9
11087,0,0,1,3
11237,26,2,1.349206349,63
11313,1,1,2,1
11359,2,0,1.5,2
11380,0,0,1,1
11429,0,1,2,1
11505,0,0,1,1
11527,0,0,1,1
11532,1,0,1.5,2
11552,0,0,1,1
11622,1,0,1.333333333,3
11628,3,0,2,1
11670,1,0,1.333333333,3
11676,1,0,2,1
11678,0,0,1,1
11682,0,0,1,1
11687,1,0,2,1
11707,0,0,1,2
11785,1,0,1.333333333,3
11811,1,0,2,1
11813,1,0,1.5,2
11847,0,0,1,1
11857,0,0,1,1
11862,0,0,1,7
11879,2,0,1.666666667,3
11891,0,0,1,1
11905,12,0,1.45,20
11977,4,0,1.333333333,6
11991,0,0,1,3
12004,0,0,1,1
12078,0,0,1,2
12179,6,0,1.357142857,14
12185,0,0,1,9
12312,0,0,1,1
12330,4,0,1.3,10
12341,1,2,1.333333333,6
12354,0,0,1,3
12358,17,2,1.208333333,24
12372,0,0,1,1
12382,1,1,1.666666667,3
12392,0,0,1,2
12399,1,0,1.5,2
12402,0,0,1,1
12403,0,0,1,2
12407,1,0,2,1
12495,0,0,1,2
12615,2,0,1.4,5
12655,0,0,1,1
12663,2,0,1.4,5
12683,2,1,2,1
12693,0,0,2,1
12751,0,0,1,1
12794,0,0,1,2
12809,1,0,1.2,5
13009,0,0,1,1
13052,0,0,1,1
13059,0,0,1,4
13107,0,0,1,1
13132,0,0,1,4
13196,1,0,1.166666667,6
13326,2,0,1.666666667,3
13356,1,0,2,1
13366,0,0,1,1
13461,1,0,1.333333333,3
13603,0,0,1,1
13664,0,0,1,1
13762,5,0,1.5,8
13811,0,0,1,1
13820,0,1,2,1
13944,6,2,1.461538462,13
14162,0,0,1,1
14188,7,0,1.363636364,11
14455,1,0,2,1
14476,1,0,1.2,5
14480,3,0,1.333333333,6
14482,0,0,1,1
14484,0,0,1,4
14489,1,0,2,1
14529,1,1,1.5,2
14549,3,0,2,1
14679,1,0,2,1
14699,1,0,1.5,2
14728,2,0,2,1
14762,0,0,1,7
14811,54,3,1.353982301,113
14847,0,0,1,1
14862,2,0,2,2
14868,0,0,1,2
14986,1,0,3,1
15013,1,0,2,1
15082,6,0,1.75,4
15087,1,0,2,1
15092,0,1,1.5,2
15123,0,0,1,1
15212,0,0,1,1
15229,3,0,1.6,5
15231,1,0,2,1
15288,1,0,2,1
15441,0,0,1,1
15560,0,0,1,1
15674,0,0,1,1
15720,0,0,1,1
15802,5,1,1.666666667,6
15877,4,0,1.5,2
15997,1,0,1.5,2
16060,0,0,1,1
16130,440,14,1.356413167,881
16150,0,0,1,1
16189,6,0,1.363636364,11
16200,0,0,1,1
16208,7,0,1.352941176,17
16228,0,0,1,1
16247,1,0,2,1
16256,0,0,1,4
16295,0,0,1,5
16348,6,0,1.666666667,6
16362,16,1,1.371428571,35
16377,1,0,2,1
16422,0,0,1,1
16443,1,0,2,1
16456,0,0,1,4
16506,5,0,1.363636364,11
16545,2,0,2,2
16569,5,1,1.333333333,6
16572,1,0,2,1
16573,0,0,1,1
16695,0,1,2,1
16724,2,0,1.333333333,6
16727,1,0,1.5,2
16750,3,0,1.375,8
16772,3,0,2,1
16802,3,0,1.666666667,3
16811,1,0,2,1
17001,1,0,2,1
17082,3,0,1.2,5
17093,0,0,1,8
17101,0,0,1,1
17109,4,1,1.5,8
17117,2,0,2,1
17147,12,0,1.833333333,6
17279,9,1,1.375,8
17298,0,0,1,1
17303,1,0,2,1
17328,0,0,1,1
17352,5,0,2,1
17661,0,0,1,1
17669,2,1,1.1875,16
17723,6,0,1.454545455,11
17765,5,0,1.133333333,15
17829,1,0,2,1
17830,0,0,1,1
17847,1,0,1.5,2
17902,2,0,1.285714286,7
18120,0,0,1,1
18233,0,0,1,1
18235,1,0,1.333333333,3
18256,0,0,1,1
18283,2,0,1.4,5
18292,0,0,1,2
18370,0,0,1,1
18644,5,0,1.363636364,11
18685,1,0,1.5,2
18704,1,0,1.2,5
18717,2,0,1.5,2
18766,1,0,2,1
18788,2,0,2,1
18873,0,0,1,1
18897,2,0,2,1
18937,0,0,1,1
18944,1,0,2,1
18974,0,0,1,1
18993,0,0,1,1
19148,0,0,1,1
19176,4,0,1.272727273,11
19185,1,0,1.5,2
19187,3,0,2,3
19190,6,0,1.285714286,14
19196,0,0,1,1
19198,0,0,1,1
19242,0,0,1,1
19338,0,0,1,1
19384,0,0,1,2
19446,9,3,1.5,2
19468,0,0,1,1
19490,2,0,1.5,2
19512,2,0,1.333333333,6
19528,5,0,1.4,5
19630,0,0,1,1
19632,4,0,1.4,5
19650,1,0,1.5,2
19685,1,1,1.5,2
19944,11,0,1.32,25
19949,21,3,1.404761905,42
19970,1,0,1.5,2
20049,7,0,2,2
20106,1,0,1.5,2
20180,1,0,2,1
20204,1,0,2,1
20214,1,0,1.5,2
20293,12,2,1.276595745,47
20342,13,0,1.6,15
20378,2,0,2,1
20403,0,0,1,1
20430,2,0,1.4,5
20451,0,0,1,1
20459,2,0,1.666666667,3
20469,1,0,2,1
20507,1,0,1.333333333,3
20604,4,1,1.75,4
20610,0,0,1,1
20622,3,0,1.666666667,3
20656,1,0,1.5,2
20678,0,0,1,1
20705,1,1,2,2
20707,0,0,1,1
20811,0,0,1,1
20851,0,0,1,2
20887,3,1,2,5
20928,1,0,1.111111111,9
20934,1,0,2,1
21007,3,0,2,2
21011,0,0,1,1
21118,0,0,1,1
21331,38,0,1.285714286,91
21393,0,0,1,2
21404,1,0,1.5,2
21406,0,0,1,1
21429,0,0,1,1
21456,0,0,1,1
21465,0,0,1,1
21474,2,0,1.2,10
21479,2,0,1.333333333,3
21748,0,0,1,1
21767,0,0,1,1
21800,930,49,1.376851344,1823
21802,0,0,1,1
21842,0,0,1,1
21862,0,0,1,1
21908,1,0,2,1
21968,1,0,1.5,2
21970,6,0,1.4,5
22052,1,0,1.333333333,3
22078,1,0,2,1
22088,0,0,1,1
22106,4,0,1.714285714,7
22189,2,0,1.4,5
22193,0,0,1,2
22209,5,0,1.230769231,13
22236,6,0,1.714285714,7
22276,0,0,1,2
22301,0,0,1,1
22302,4,0,1.5,6
22331,2,0,1.5,2
22369,0,0,1,2
22447,0,0,1,1
22470,0,0,1,4
22495,2,0,1.4,5
22520,1,0,1.333333333,3
22578,0,0,1,8
22584,0,0,1,1
22588,6,1,1.363636364,11
22601,2,0,2,1
22646,0,1,2,1
22683,0,0,1,2
22696,0,0,1,1
22889,0,0,1,1
22939,2,0,1.333333333,3
22943,2,0,2,2
23010,11,2,1.36,25
23140,0,0,1,2
23338,0,0,1,1
23349,0,0,1,1
23357,2,0,2,1
23362,0,0,1,1
23368,1,0,2,1
23451,6,0,1.461538462,13
23680,0,0,1,1
23705,2,0,1.333333333,3
23763,0,0,1,2
23860,0,0,1,3
23868,2,0,1.4,5
23886,2,0,2,2
23907,2,0,1.4,5
23936,3,0,2,2
23969,0,0,1,1
24042,0,0,1,1
24094,0,0,1,1
24121,0,0,1,1
24165,0,0,1,1
24199,1,0,1.25,4
24222,18,1,1.6,20
24249,1,0,2,1
24397,0,0,1,1
24439,2,0,1.5,2
24472,3,0,1.5,4
24488,0,0,1,1
24491,12,0,1.307692308,26
24503,0,0,1,1
24520,0,0,1,1
24589,1,0,2,1
24622,0,0,1,1
24628,0,0,1,1
24709,2,0,2,1
24858,3,0,1.285714286,7
24872,2,0,1.333333333,6
25090,0,0,1,1
25197,1,0,2,1
25248,0,0,1,2
25286,3,0,1.75,4
25343,8,2,1.75,4
25347,1,0,2,1
25426,0,0,1,1
25509,3,0,1.25,4
25513,1,0,2,1
25598,1,0,2,1
25607,3,1,2,1
25633,1,0,2,1
25675,5,0,1.8,5
25681,0,0,1,1
25912,1,0,1.25,4
25936,3,0,2,2
26177,0,0,1,1
26345,0,0,1,1
26364,1,0,2,1
26380,1,0,1.5,2
26387,0,0,1,1
26391,2,0,1.285714286,7
26393,1,0,1.333333333,3
26425,0,0,1,1
26449,1,0,1.2,5
26458,1,0,1.333333333,3
26467,1,0,1.2,5
26492,0,0,1,1
26493,1,0,1.5,2
26508,5,1,1.375,8
26603,1,0,1.5,2
26618,0,0,1,1
26765,0,0,1,1
26787,0,0,1,2
26804,1,0,1.333333333,3
26879,1,0,2,1
26881,0,0,1,2
26893,0,0,1,1
26920,1,0,1.333333333,3
26929,1,0,2,1
26931,0,0,1,6
27070,4,0,1.25,16
27102,9,0,2,1
27286,0,0,1,1
27304,1,0,1.5,2
27310,1,0,2,1
27402,1,0,1.166666667,6
27479,0,0,1,2
27522,30,0,2,1
27630,1,0,1.333333333,3
27641,19,0,1.464285714,28
27814,6,0,1.375,16
27825,1,0,1.333333333,3
27842,0,0,1,2
27909,0,0,1,1
27913,15,1,1.5,24
27935,17,1,1.209677419,62
27937,2,0,1.076923077,13
27961,0,0,1,2
27962,1,2,1.5,2
28005,0,0,1,1
28107,2,2,1.5,2
28163,4,1,1.217391304,23
28191,1,0,1.5,2
28201,0,0,1,2
28255,3,0,2,2
28261,1,1,2,1
28342,0,0,1,1
28406,285,27,1.309734513,678
28426,2,0,1.666666667,3
28496,0,0,1,1
28507,1,0,2,1
28525,10,3,1.818181818,11
28581,2,0,1.4,5
28633,24,1,1.52173913,23
28756,0,0,1,1
28921,2,0,1.285714286,7
28944,3,0,2,2
28957,4,1,1.833333333,6
28963,1,0,2,1
28984,5,0,1.666666667,3
28991,0,0,1,3
29082,3,0,1.25,4
29109,1,0,2,1
29124,150,22,1.379310345,290
29154,0,0,1,1
29159,1,0,2,1
29258,0,0,1,2
29260,0,0,1,2
29289,0,0,1,2
29378,0,0,1,1
29398,2,0,2,1
29441,2,1,1.5,2
29454,0,0,1,1
29460,0,0,1,1
29517,1,0,1.333333333,3
29540,7,0,2,4
29619,11,1,1.310344828,29
29628,40,3,1.442857143,70
29653,6,0,1.416666667,12
29755,0,0,1,2
29762,2,0,1.285714286,7
29793,0,0,1,2
29846,0,0,1,1
29881,0,0,1,1
29948,0,0,1,1
30043,0,0,1,1
30091,2,0,1.111111111,9
30111,0,0,1,3
30115,2,0,1.333333333,3
30118,1,0,1.333333333,3
30144,8,0,1.461538462,13
30145,0,0,1,1
30150,2,0,1.285714286,7
30161,10,0,1.25,16
30176,13,2,1.428571429,28
30181,1,0,1.5,2
30182,0,0,1,1
30226,2,0,1.166666667,6
30237,3,0,1.115384615,26
30254,2,0,1.090909091,11
30274,2,1,2,3
30477,2,0,1.4,5
30561,0,0,1,2
30579,0,0,1,2
30695,2,0,1.4,5
30703,1,0,2,1
30715,0,0,1,1
30773,0,0,1,1
30888,0,0,1,1
30910,4,0,1.75,4
30924,1,0,2,1
30925,1,0,1.2,5
30941,0,0,1,1
30943,8,0,1.285714286,7
30946,5,0,1.666666667,3
31051,4,0,1.428571429,7
31079,3,0,2,2
31080,19,0,1.5,22
31120,62,3,1.419354839,124
31259,0,0,1,1
31271,2,0,2,1
31272,2,0,2,2
31281,2,0,2,2
31333,0,0,1,1
31386,15,0,1.387096774,31
31457,0,0,1,1
31465,0,0,1,1
31550,0,0,1,1
31678,5,0,1.666666667,3
31706,1,0,1.166666667,6
31740,1,0,1.066666667,15
31751,0,0,1,3
31782,1,0,1.166666667,6
31816,2,0,1.3,10
31912,0,0,1,1
31929,7,0,2,2
31992,2,0,1.25,4
32024,2,0,1.666666667,3
32052,2,3,1.25,12
32074,1,0,2,1
32173,21,0,1.5,14
32178,5,0,1.375,8
32187,0,0,1,1
32220,4,0,2,2
32238,1,0,2,1
32243,1,0,1.25,4
32404,0,0,1,2
32412,1,1,1.666666667,3
32446,1,0,2,1
32464,0,0,1,1
32509,1,0,1.5,2
32541,1,0,2,1
32624,0,1,1.25,4
32637,3,0,2,1
32658,0,1,1.2,5
32659,5,0,2,1
32697,0,0,1,2
32700,4,0,1.666666667,3
32720,0,0,1,2
32740,5,0,1.4,5
32748,2,0,1.5,4
32765,7,1,1.294117647,17
32857,0,0,1,2
32866,0,0,1,2
32945,2,0,2,2
33024,1,0,1.5,2
33070,2,0,2,2
33094,39,1,1.5,66
33126,1,0,1.5,2
33152,1,0,2,1
33167,0,0,1,1
33205,1,0,2,1
33213,0,0,1,2
33234,9,0,1.571428571,14
33257,2,0,1.333333333,3
33293,0,0,1,1
33309,2,0,2,2
33310,4,0,2,2
33327,1,0,2,1
33335,1,0,1.5,2
33366,1,0,2,1
33447,0,0,1,1
33476,0,0,1,1
33504,0,0,1,1
33518,0,0,1,2
33524,1,0,2,1
33731,0,0,1,2
33755,0,0,1,1
33787,0,0,1,1
33802,1,0,2,1
33806,1,0,1.5,2
33813,2,0,1.333333333,3
33852,0,0,1,1
33931,0,0,1,1
33955,5,0,1.444444444,9
33987,2,0,2,2
34107,0,0,1,1
34170,0,0,1,1
34213,0,0,1,2
34218,0,0,1,2
34219,1,0,1.5,2
34230,0,0,1,1
34241,4,0,1.5,6
34257,10,0,1.777777778,9
34278,4,0,1.4,10
34344,2,0,1.166666667,12
34351,3,0,2,4
34379,1,0,1.142857143,7
34382,12,1,1.5,20
34433,1,0,1.5,2
34666,47,3,1.287878788,132
34876,0,0,1,1
34891,1,0,1.2,5
34909,4,0,1.230769231,13
35050,0,0,1,1
35101,0,0,1,4
35137,0,0,1,1
35162,2,0,2,2
35195,0,0,1,2
35207,3,0,1.173913043,23
35211,4,0,1.8,5
35352,5,0,1.333333333,3
35353,1,1,1.666666667,3
35360,0,0,1,1
35474,0,0,1,1
35568,32,2,1.433962264,53
35576,0,0,1,1
35616,0,0,1,1
35627,1,0,1.5,2
35922,12,0,2,2
36061,1,0,3,1
36158,1,1,2,1
36161,0,0,1,1
36170,1,0,1.333333333,3
36214,1,1,1.25,4
36242,0,0,1,2
36253,1,0,2,2
36260,0,0,1,2
36281,1,0,1.111111111,9
36310,0,0,1,1
36375,1,0,1.5,2
36376,1,0,2,1
36379,0,0,1,1
36431,26,3,1.567567568,37
36475,1,0,2,1
36647,11,0,1.322580645,31
36674,1,0,1.25,4
36684,254,14,1.378757515,499
36710,2,0,2,2
36713,3,0,1.5,2
36722,0,0,1,1
36777,14,0,1.409090909,22
36784,10,1,1.409090909,22
36801,2,0,1.333333333,6
36807,26,0,1.32,50
36816,1,0,1.5,2
36834,0,0,1,1
36838,0,0,1,2
36845,112,1,1.802816901,71
36991,0,0,1,1
37062,5,0,2,1
37093,3,0,1.333333333,6
37115,0,0,1,1
37116,3,0,2,1
37230,1,0,2,1
37243,4,0,2,3
37431,5,0,1.5,4
37594,0,0,1,1
37623,0,0,1,1
37624,1,0,2,1
37628,1,0,1.5,2
37653,0,0,1,1
37718,0,0,1,1
37902,1,0,1.5,2
37921,0,0,1,1
37969,2,0,1.5,2
37970,0,0,1,1
37974,0,0,1,3
38027,1,0,1.5,2
38028,0,0,1,2
38073,16,0,1.34375,32
38078,3,0,1.222222222,9
38083,0,0,1,2
38104,0,0,1,1
38105,0,0,1,1
38109,0,0,1,2
38111,139,8,1.479166667,192
38116,3,0,1.333333333,9
38149,1,0,2,1
38161,0,1,1.142857143,7
38186,1,0,1.333333333,3
38205,2,0,1.5,4
38213,1,0,1.5,2
38247,0,0,1,1
38323,1,1,2,1
38354,0,0,1,1
38499,0,0,1,1
38515,1,0,1.333333333,3
38588,0,0,1,4
38631,0,0,1,1
38650,0,0,1,1
38747,0,0,1,1
38771,0,1,2,1
38822,1,1,2,1
38928,5,0,1.5,8
38988,0,0,1,1
39420,5,0,1.5,2
39632,2,1,2,2
39660,0,0,1,1
39685,1,0,1.333333333,3
39717,26,1,1.454545455,44
39782,1,1,2,1
39838,1,1,1.5,2
39857,0,0,1,1
39956,0,0,1,1
39958,0,0,1,1
40097,1,0,2,1
40139,0,0,1,1
40161,2,0,2,1
40205,0,0,1,1
40226,0,0,1,1
40343,2,0,2,1
40362,1,0,1.2,5
40398,0,0,1,1
40477,0,0,1,1
40516,0,0,1,4
40581,0,0,1,1
40612,1,0,2,1
40619,0,0,1,1
40620,0,0,1,1
40700,3,0,1.666666667,3
40745,0,0,1,1
40777,2,2,1.285714286,7
40932,1,0,1.25,4
40973,2,0,1.5,2
40987,1,0,2,1
41008,18,2,1.333333333,33
41115,1,0,1.333333333,3
41183,0,0,1,1
41190,4,0,1.230769231,13
41208,114,7,1.366336634,202
41212,0,0,1.333333333,3
41216,17,1,1.423076923,26
41254,0,0,1,1
41260,0,0,1,1
41261,1,0,1.25,4
41280,5,0,1.285714286,7
41370,0,0,1,3
41386,1,0,1.5,2
41401,0,0,1,1
41412,0,0,1,3
41462,1,0,2,1
41508,1,0,1.333333333,3
41539,4,1,1.25,16
41545,1,0,1.25,4
41606,0,0,1,1
41648,17,0,1.666666667,18
41670,1,0,1.25,4
41851,2,0,1.666666667,3
41924,3,0,1.666666667,3
41934,3,0,1.333333333,3
41946,0,0,1,5
41947,0,0,1,1
42015,0,0,1,1
42016,0,0,1,3
42024,0,0,1,2
42045,11,0,1.666666667,9
42057,1,0,2,1
42116,4,0,1.4,5
42125,0,0,1,1
42189,0,0,1,1
42238,11,0,1.555555556,9
42247,0,0,1,1
42273,0,0,1,5
42480,0,0,1,1
42500,1,2,2,1
42511,1,0,2,1
42625,1,0,2,1
42690,0,0,1,2
42771,2,0,2,1
42793,0,0,1,2
42798,3,0,1.375,8
42804,0,0,1,2
42833,3,0,1.6,5
42836,1,0,2,1
42938,2,0,1.666666667,3
43176,1,0,2,1
43217,2,0,1.5,2
43231,0,0,1,1
43234,4,0,1.6,5
43238,0,0,1,1
43256,0,0,1,1
43267,0,0,1,1
43269,3,0,2,2
43276,3,0,2,1
43282,0,0,1,1
43392,0,0,1,1
43443,0,0,1,2
43463,1,0,2,1
43502,0,0,1,1
43508,1,0,2,1
43526,0,0,1,1
43626,0,0,1,1
43633,0,0,1,3
43636,0,0,1,1
43652,1,0,1.333333333,3
43781,0,0,1,1
43838,0,0,1,3
44002,1,0,1.25,4
44035,0,0,1,7
44050,0,0,2,1
44064,1,0,1.0625,16
44082,2,0,1.2,10
44110,179,5,1.443609023,133
44312,0,0,1,1
44326,1,0,2,1
44346,3,0,2,1
44382,0,0,1,1
44421,0,0,1,1
44549,1,0,1.5,2
44558,0,0,1,1
44625,1,0,2,1
44645,14,5,1.333333333,30
44649,3,0,1.25,4
44659,1,0,1.333333333,3
44814,2,0,1.666666667,3
44842,0,0,1,3
44952,5,1,1.210526316,19
44987,2,0,1.333333333,6
45007,0,0,1,2
45034,0,0,1,4
45068,0,0,1,1
45088,0,0,1,2
45106,0,0,1,1
45141,9,0,1.625,8
45159,0,0,1,1
45161,0,0,1,1
45168,0,1,1.5,2
45195,0,0,1,1
45225,2,2,1.25,8
45262,3,0,1.222222222,9
45266,0,0,1,2
45364,2,0,2,1
45389,0,0,1,1
45430,0,0,1,1
45485,0,0,1,1
45564,2,0,2,1
45584,2,0,1.333333333,6
45597,3,0,1.5,4
45599,2,1,1.285714286,7
45636,2,0,1.333333333,3
45652,0,0,1,1
45678,0,0,1,1
45687,5,0,1.555555556,9
45727,0,0,1,1
45728,1,0,2,1
45778,4,0,1.666666667,3
45790,0,0,1,1
45813,0,0,1,1
45830,0,0,1,1
45837,1,0,1.5,2
45866,0,0,1,1
45937,0,0,1,4
45952,2,0,2,1
45958,2,1,1.333333333,9
45977,5,0,1.666666667,3
46002,0,0,1,1
46021,2,0,1.5,4
46037,0,0,1,1
46065,0,0,1,1
46098,1,0,2,1
46257,34,1,1.412698413,63
46269,4,0,2,2
46285,0,0,1,1
46293,0,0,1,2
46310,1,0,1.2,5
46328,0,0,1,3
46329,1,0,2,1
46330,2,0,1.333333333,6
46339,1,0,2,1
46356,1,0,2,1
46385,1,0,1.333333333,3
46467,1,0,2,1
46473,0,0,1,2
46480,1,0,1.2,5
46498,3,0,1.333333333,3
46567,1,0,1.5,2
46570,1,1,1.2,5
46576,2,0,1.25,8
46587,4,0,1.428571429,7
46595,23,1,1.68,25
46596,0,0,1,1
46599,0,0,1,2
46608,4,0,1.666666667,3
46618,1,0,2,1
46619,1,1,2,2
46627,0,0,1,2
46630,0,0,1,2
46639,2,0,2,2
46640,0,1,1.25,4
46645,1,0,1.166666667,6
46650,3,0,1.666666667,3
46653,0,0,1,1
46700,2,0,2,1
46713,1,0,1.5,2
46725,10,0,1.32,25
46729,8,1,1.75,4
46732,1,1,1.25,4
46749,41,3,1.446153846,65
46752,0,0,1,2
46811,11,1,1.384615385,26
46872,0,0,1,1
46936,0,0,1,2
46957,1,0,1.25,4
46983,0,0,1,4
47034,6,0,1.357142857,14
47038,0,0,1,1
47070,0,0,1,1
47147,1,0,1.5,2
